psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
200772,2,1,53,4,U,1,1,3,1,2,3,4,1,1,2,4,1,1,3,4,1,1,1,2,2,2,2,2,1,1, , , , ,1,1,1,1,25, ,4,0, ,3, ,2, , ,4,4,4,4,4,1,4,4,4,4,4,1,1,2,4,2,2,4, ,1,9,3,2,1,1,4, ,9,9,1,9,9,9, ,2,4,1,4,3, , , ,6,6,9999,2, , ,7,6,4,6,6,3,3,3,3,3,3,3,3,1,1,2, ,2,3,1,1,27,2,1,6,1,2, ,1,2, , ,2, ,99999,2.28125,0.745811028
200777,2,2,12,3,S,1,1,3,1,1,3,1,2,1,1,9,1,1,3,4,1,1,1,2,2,2,2,2,2,2,1,1,4, ,1,1,1,1,15, ,2,0, ,51, ,2, , ,1,1,4,9,4,2,4,4,4,4,1,4,3,1,4,1,1, , ,1,1,9,9,9,9, , ,1,8,8,8,8, , ,4,4,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,2,3,6,1,1,3,2,4, , ,2, ,33193,3.5,1.144258016
200778,2,1,40,3,S,1,1,2,1,2,3,4,2,1,1,4,1,1,3,4,1,1,1,1,1,1,1,1,2,1, , , , ,1,1,1,1,100, ,15,2, ,10, ,5,5, ,4,4,4,4,4,1,4,4,4,1,3,1,2,3,4,2,4,4,4,2,2,2,1,1,1,3,2,1,1,1,2,2,2,2,4,3,3,3,2,4,2,5, ,2,800,2, , ,6,3,6,6,6,2,2,2,2,3,3,3,2,1,2,3, ,3,3,3,3,29,2,2,8,1,2, ,1,8, , ,2, ,73013,3.4375,1.123824837
200780,2,1,29,2,S,1,1,3,6,2,3,3,4,1,1,4,4,1,4,4,1,1,1,2,2,2,2,8,8,1, , , , ,1,1,1,1,10, ,4,5, ,998,4,4, , ,1,4,4,4,2,1,1,4,1,4,4,1,2,3,4,3,3,3, ,2,4,1,1,1,1,1, , ,1,1,1,1,8, ,1,2,2,1,1, , , , ,2,100,2, , ,6,5,5,6,6,1,2,3,3,3,3,3,3,2,3,2, ,3,3,3,8,26,3,2,4,4,2, ,1,9, , ,2, ,64014,6.1875,2.022884706
200781,2,1,6,4,U,2,1,3,6,2,3,2,2,1,1,3,1,2,3,2,1,2,1,2,2,1,1,2,2,1, , , , ,2,2,2,1,100, ,4,2, ,20, ,5,2, ,1,4,4,4,4,1,4,4,1,4,2,1,2,2,2,1,2,2, ,1,2,2,3,2,2,3, , ,2,2,3,3,3, ,2,2,2,2,3, ,4, , ,1,200,1,5,6,5,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2, ,2,3,1,3,20,4,2,3,4,2, ,3,2, , ,1,1,92613,4.53125,1.481405467
200786,2,1,31,2,R,2,1,2,6,2,3,3,3,1,1,3,1,1,3,4,1,2,1,1,2,2,2,2,2,2,2, , , ,1,2,1,1,50, ,0,0, ,0, , , , ,1,4,4,4,4,4,4,4,4,2,4,4,2,2,3,2,2, , ,3,3,2,2,2,2, , , ,2,2,2,2, , ,2,3,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,1,5,6,5,2, ,1,6, , ,1,2,69155,1,0.326930862
200789,2,1,6,4,U,2,1,3,1,2,3,4,1,1,9,3,1,1,4,4,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1, , , ,2,4,2,3,3, , ,1,9,1,5,1, , ,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,1,5,3,3,2, ,1,6, , ,1,3,90064,1.6875,0.551695829
200797,2,1,39,2,U,1,2,1,9,2,3,3,3,1,2,2,1,1,3,1,2,2, ,1, , , , , , , , , , ,2,2,2,1,3, ,1,4, , , , , , ,2,1,4,4,4,1,4,4,4,1,1,4,3,2,4,1,2, , , ,8,4,4,4,4, , , ,8,8,8,8, , ,1,3,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68,1,2,3,3,2, ,2,NA, , ,2, ,44320,4.28125,1.399672751
200805,2,1,36,1,U,1,1,1,2,2,3,2,2,1,1,3,1,1,3,3,1,1,1,2,2,1,2,2,2,2,1,1,6, ,1,1,1,1,10, ,1,1, ,100, ,20,5, ,4,2,1,2,1,1,4,1,4,1,1,1,3,3,3,3,3, , ,2,3,2,3,3,3, , ,1,1,1,1,1, , ,3,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,2,2,6,1,2, ,1,8, , ,2, ,10026,5.09375,1.665304077
200815,2,1,13,3,S,2,2,5,3,2,3,2,1,2,1,4,1,2,4,2,1,1,1,1,2,2,2,1,1,1, , , , ,1,1,1,1,3, ,3,0, ,15, ,15, , ,4,4,2,1,4,4,4,2,4,1,1,1,1,2,4,1,2,4, ,4,2,1,2,1,1,4, , ,2,1,1,2,1, ,2,1,2,1,3, , ,5,5,4,47,2, , ,7,4,6,6,6,2,2,2,1,3,1,3,3,2,1,3, ,3,3,3,3,58,1,3,8,1,2, ,1,5, , ,2, ,30071,3.53125,1.154474605
200819,2,1,24,3,S,1,1,2,6,2,3,3,2,1,1,4,1,1,3,3,1,1,1,1,2,1,1,2,1,1, , , , ,1,1,1,1,5, ,3,0, ,100, ,20,10, ,4,4,4,2,4,1,2,8,4,1,1,2,1,2,2,3,2,1, ,1,3,3,2,2,1,4, , ,8,1,8,8,1, ,2,3,2,2,2, ,5, ,4,1,300,1,5,6,6,5,6,5,3,1,2,1,2,2,2,2,3,2,3,2, ,3,3,3,3,36,1,2,6,1,2, ,1,4, , ,2, ,20815,3.8125,1.24642391
200821,2,1,48,3,S,1,2,3,4,2,3,1,1,1,3,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,6, ,1,1,1,1,10, ,3,2, ,3, ,3, , ,1,1,4,1,1,1,4,4,4,4,1,4,2,3,4,3,2, , ,4,8,4,4,4,4, , , ,2,1,3,3, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48,6,2,3,1,1,1,4,3, , ,2, ,76182,4.28125,1.399672751
200823,2,1,36,1,U,2,2,2,6,2,3,3,2,2,3,4,3,1,4,4,1,1,1,1,2,2,2,2,2,2,1,2, , ,1,1,1,1,30, ,4,0, ,0, , , , ,1,4,1,4,4,1,4,4,1,2,2,1,1,2,4,2,2, , ,2,4,1,2,2,2, , , ,1,1,2,2, , ,4,4,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,3,3,4,2,1,1,6,NA, , ,2, ,10456,6.40625,2.094400832
200833,2,1,1,3,U,1,1,2,3,2,3,3,3,1,1,4,1,1,3,3,1,2,1,1,2,1,2,2,1,1, , , , ,2,2,2,1,3, ,2,1, ,2, ,3,4, ,1,1,4,4,2,1,2,4,4,1,1,4,1,3,3,3,3,4, ,2,9,3,3,3,2,3, , ,1,1,5,8,8, ,2,2,1,1,1, , , ,3,2,250,1,8,8,7,7,7,7,4,2,2,2,2,2,2,2,2,1,1,3, ,2,2,1,3,66,1,4,6,3,2, ,1,NA, , ,2, ,36109,1.875,0.612995366
200835,2,1,36,1,U,1,2,4,6,2,3,4,4,3,1,3,1,9,3,3,2,2, ,1, , , , , , , , , , ,2,1,2,1,0, ,0,3, ,0, , , , ,4,1,4,1,4,4,4,4,1,2,4,1,2,2,3,1,3, , , ,1,1,4,1,1, , , ,4,1,1,8, , ,4,4,1,9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68,1,1,1,9,2, ,2,NA, , ,1,1,10467,1.875,0.612995366
200837,2,1,39,2,R,2,1,3,1,1,3,3,1,1,1,4,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2, , , ,1,1,1,1,30, ,10,2, ,200, ,30, , ,1,4,1,2,4,2,4,4,4,4,4,4,1,1,3,1,1, , ,1,4,1,1,1,1, , ,1,1,1,1,1, , ,4,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,2,3,6,1,2, ,1,8, , ,1,1,45895,1.96875,0.643645134
200848,2,1,4,4,S,2,1,3,1,2,2,1,3,1,1,4,1,1,2,4,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,1,4,3,4,3,3,4,4,4,4,4,1,2,2,1,4, , , ,4,1,9,8,4, , ,1,1,8,5,8, , ,4,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70,9,5,3,3,2, ,1,NA, , ,2, ,99999,3.1875,1.042092122
200851,2,1,45,3,S,2,2,2,2,1,3,3,2,1,1,3,2,1,1,4,1,1,1,1,2,1,1,1,2,1, , , , ,1,1,1,1,200, ,3,2, ,1, ,1,5, ,1,4,4,1,1,1,1,4,4,2,3,1,3,3,3,3,4,2, ,2,4,2,2,1,1,2, ,1,1,1,5,1,1, ,2,4,4,4,4, ,1,1, ,1,700,1,6,5,2,1,2,2,1,2,1,1,3,1,2,1,2,2,3,3,2,3,3,3,3,20,2,1,2,4,2, ,4,3, , ,2, ,29483,6.375,2.084184243
200852,2,1,51,3,S,1,2,3,6,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1, , , , ,2,1,2,1,20, ,3,5, ,0, , ,5, ,2,1,1,1,4,4,4,4,3,4,1,4,3,3,4,2,2,4, ,4,1,3,9,1,1,2, , ,1,2,5,8,8, ,4,3,2,4,2, , ,5, ,1,58,2, , ,6,1,2,6,5,1,1,1,2,3,3,2,3,2,1,3, ,3,3,3,3,52,2,5,3,4,2, ,1,6, , ,2, ,22471,5.125,1.675520666
200872,2,1,37,3,U,2,1,3,3,2,2,3,3,3,2,4,3,2,2,3,1,1,1,1,2,1,1,2,1,1, , , , ,1,1,1,1,30, ,5,5, ,7, ,7,2, ,2,4,1,4,4,1,4,4,2,1,1,4,1,2,3,2,4,2, ,2,2,1,2,3,3,3, , ,1,1,1,2,1, ,2,2,2,2,2, ,3, ,3,3,400,1,4,5,6,3,6,6,7,1,3,1,1,3,1,3,1,3,1,1, ,3,3,3,3,29,2,1,4,6,2, ,2,5, , ,2, ,28314,4.1875,1.369022983
200874,2,1,13,3,S,2,1,3,1,1,3,4,3,1,2,4,2,1,4,4,1,1,1,1,2,2,2,2,1,2,2, , , ,1,1,1,1,10, ,2,0, ,20, ,5, , ,4,4,4,4,4,1,4,4,1,4,4,4,1,2,4,2,4, , ,1,4,1,1,1,1, , ,1,8,2,2,1, , ,4,3,3,2,3, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,54,2,3,8,1,2, ,2,9, , ,1,2,30096,1.84375,0.602778776
200881,2,1,6,4,S,2,2,3,6,2,3,2,3,1,1,3,1,1,1,3,1,1,1,2,2,1,1,1,2,1, , , , ,1,1,1,1,20, ,2,0, ,5, ,20,0, ,2,1,4,2,4,1,4,2,1,1,4,1,1,3,4,4,4,4, ,4,4,3,4,2,3,4, , ,2,2,8,8,8, ,4,3,2,3,2, ,6,6, ,2,200,2, , ,7,4,7,7,5,3,2,2,2,1,1,2,3,1,1,1, ,1,3,3,1,29,1,2,8,1,2, ,3,1, , ,2, ,92708,6.03125,1.971801759
200884,2,1,6,4,S,1,1,2,1,1,4,4,4,1,1,4,1,1,4,4,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,50, ,10,1, ,100, ,50,0, ,1,4,4,1,4,1,4,4,4,4,4,4,2,1,1,2,4,4, ,1,2,2,4,1,1,4, ,2,8,2,8,8,8, ,4,4,4,4,4, , , ,5,5,200,2, , ,6,7,6,6,6,1,3,3,3,3,3,3,3,2,3,1,1,3,3,3,3,45,2,4,6,1,1,1,6,8, , ,1,1,90023,1.8125,0.592562187
200885,2,1,6,4,S,1,2,2,6,2,4,4,2,1,1,4,2,1,2,4,1,1,1,2,2,1,2,2,2,2,1,2, , ,1,1,1,1,30, ,5,2, ,100, ,50,5, ,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4, , ,4,2,3,3,3,3, , , ,1,1,1,1, , ,4,2,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,3,4,5,2,2, ,1,8, , ,1,2,92508,5.25,1.716387024
200888,2,1,6,4,U,1,2,3,6,2,2,2,2,1,1,3,1,1,2,3,1,1,1,2,2,1,1,1,1,1, , , , ,1,1,1,1,100, ,5,3, ,100, ,10,50, ,1,4,1,1,4,1,4,4,1,1,1,1,4,2,4,2,4,4, ,4,4,3,3,2,2,4, , ,1,2,2,2,2, ,3,1,1,3,1, ,2,2,3,2,500,2, , ,5,3,5,5,3,3,1,1,2,1,3,3,3,2,3,3, ,3,3,1,1,19,3,4,4,2,1,1,1,6, , ,2, ,96016,4.53125,1.481405467
200889,2,1,26,2,S,2,1,2,6,2,3,3,2,2,3,4,2,2,3,3,1,1,1,2,2,2,2,2,2,1, , , , ,2,2,1,1,3, ,2,0, ,1, ,1, , ,1,4,4,4,4,4,4,4,2,4,1,4,1,2,4,2,2,4, ,1,4,3,1,1,1,3, , ,2,1,1,4,1, ,1,1,3,2,2, , , , ,2,150,2, , ,6,3,7,6,6,3,2,2,2,3,3,3,2,2,3,2, ,3,3,3,3,31,1,2,4,1,2, ,1,3, , ,2, ,49418,5.6875,1.859419276
200898,2,1,13,3,S,2,1,2,6,2,3,1,3,1,3,3,3,1,3,3,1,1,1,2,2,2,2,2,2,1, , , , ,1,1,1,1,35, ,3,5, ,0, , , , ,4,4,4,4,4,4,4,4,1,4,2,4,2,3,4,2,2,2, ,2,2,3,4,2,2,4, , ,2,3,2,2,2, ,4,4,2,4,4, , , , ,2,20,2, , ,7,6,7,7,5,2,2,3,2,3,2,3,2,1,1,1, ,1,1,1,1,22,4,3,5,1,1,1,1,5, , ,2, ,30078,4.53125,1.481405467
200904,2,1,12,3,S,2,1,3,6,2,2,1,1,1,2,2,2,1,2,4,1,1,1,2,2,1,1,2,2,1, , , , ,1,1,1,1,20, ,2,2, ,5, ,2,2, ,1,4,4,1,1,1,1,1,2,1,1,1,2,1,4,3,4,3, ,4,4,1,1,4,2,3, , ,1,1,1,1,1, ,1,2,1,1,4, ,1, , ,1,350,1,5,9,4,4,4,4,5,3,1,2,1,3,3,3,3,1,3,1, ,2,3,1,3,23,2,1,4,1,2, ,1,5, , ,2, ,33066,6.40625,2.094400832
200918,2,1,37,3,U,1,1,5,3,2,2,1,2,2,4,2,3,3,2,2,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4, , , ,4,4,4,4,4, , , ,3,3,5,3, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54,3,5,4,6,2, ,1,2, , ,2, ,28513,4.84375,1.583571361
200923,2,1,12,3,U,2,1,2,1,2,2,4,3,2,2,2,1,2,3,3,1,1,1,1,1,1,1,8,1,1, , , , ,1,1,1,1,10, ,5,2, ,20, ,10,5, ,4,4,4,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,3,2,2,2,4,4,4,4,4,1,2, ,5,1,5001,2, , ,3,1,5,1,4,1,2,1,2,2,1,2,1,3,3,2, ,3,3,3,3,70,2,4,6,3,2, ,2,8, , ,2, ,33137,2.21875,0.725377849
200927,2,1,47,3,S,1,1,5,1,2,2,3,1,2,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1, , , , ,2,2,1,1,5, ,2,0, ,0, , , , ,4,4,4,2,1,2,4,4,4,1,1,1,1,2,3,1,2,2, ,1,4,1,2,2,1,1, ,2,2,5,2,8,1, ,4,3,3,4,2, , , , ,4,50,2, , ,6,5,6,6,6,1,2,3,2,3,2,3,3,2,3,2, ,3,3,3,3,24,2,2,3,4,2, ,1,1, , ,2, ,37620,4.6875,1.532488414
200929,2,1,53,4,R,2,1,4,3,2,3,1,2,2,1,4,1,3,1,2,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,1,1,4,4,4,4,2,2,4,4,4,4,2,3,4,2,4, , , ,2,8,4,2,2, , , ,8,2,8,8, , ,3,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59,1,2,3,6,2, ,1,NA, , ,2, ,98331,4.21875,1.379239573
200932,2,1,36,1,S,1,2,2,3,1,3,1,1,1,1,3,1,1,3,3,2,2, ,2, , , , , , , , , , ,1,2,1,1,10, ,2,1, , , , , , ,1,1,4,4,4,1,4,4,4,1,1,1,4,3,4,4,3, , , ,4,4,4,4,4, , , ,3,3,3,3, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,3,3,1,2, ,1,4, , ,2, ,13088,6.40625,2.094400832
200936,2,1,48,3,R,2,1,3,1,1,2,4,1,1,1,3,2,2,2,3,1,1,1,1,2,2,2,2,2,2,1,2, , ,1,1,1,1,10, ,5,3, ,15, ,15, , ,1,2,4,4,4,4,4,4,1,4,4,4,1,3,4,3,4, , ,2,4,1,1,1,1, , ,1,1,1,1,1, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,2,2,3,1,2, ,1,3, , ,1,1,75851,2.09375,0.684511492
200948,2,1,48,3,U,1,1,3,1,2,2,4,2,1,2,3,1,1,2,3,1,1,1,2,1,1,2,1,1,1, , , , ,1,1,1,1,50, ,10,1, ,3, ,1,3, ,1,1,2,4,2,1,1,2,1,1,1,1,2,2,4,1,2,4,4,2,4,3,2,2,2,3,4,1,2,2,2,2,2,8,4,4,4,4,4,6, ,4,6,2,400,2, , ,4,6,6,5,2,3,3,3,2,3,3,3,2,3,3,3, ,3,3,3,3,28,3,1,3,3,1,1,1,6, , ,2, ,78242,3.09375,1.011442353
200954,2,1,29,2,U,1,2,5,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2, , ,1,2,1,1,10, ,3,3, ,997, , , , ,1,4,4,1,1,1,4,4,4,4,4,1,1,3,4,2,4, , ,4,1,3,3,3,2, , , ,1,1,5,1, , ,3,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53,2,1,4,4,2, ,2,3, , ,2, ,63111,5.125,1.675520666
200966,2,1,4,4,U,1,1,3,6,2,3,2,2,2,2,2,2,1,3,2,1,2,1,2,2,1,2,2,1,2,1,2, , ,2,2,2,1,0, ,0,0, ,10, ,10,0, ,4,4,4,1,4,4,9,2,3,3,1,4,2,2,4,1,4, , ,2,4,2,9,2,2, , , ,8,9,9,8, , ,2,2,1,3,2, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,66,1,4,8,1,2, ,1,2, , ,1,1,85733,1,0.326930862
200969,2,1,49,4,U,1,2,2,1,1,4,4,2,1,1,3,1,1,4,3,1,2,1,1,2,1,2,1,2,1, , , , ,1,2,1,1,5, ,2,1, ,0, , ,1, ,1,4,4,4,4,1,4,4,4,1,1,2,3,3,2,2,4,4, ,3,8,3,8,2,2,3, ,2,3,8,8,2,3, ,3,2,2,3,3, , ,3, ,5,100,2, , ,7,7,6,6,5,3,1,2,2,3,1,2,3,2,2,2,2,3,3,3,2,26,2,2,6,4,2, ,1,3, , ,2, ,84601,4.28125,1.399672751
200975,2,1,48,3,S,2,1,1,1,2,3,3,2,4,1,3,1,1,4,3,1,1,1,2,2,2,2,2,2,2,1,2, , ,1,1,1,1,5, ,7,2, ,10, ,8, , ,4,4,4,4,4,1,4,4,4,4,4,4,1,1,1,1,3, , ,4,4,1,1,1,1, , ,1,2,8,8,8, , ,4,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,2,3,8,3,1,1,1,9, , ,2, ,75025,1.9375,0.633428544
200980,2,1,13,3,R,1,1,3,1,2,2,2,3,1,2,3,4,2,2,3,1,2,1,2,2,2,2,2,2,1, , , , ,2,2,2,1,1, ,4,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,4,4,2,2,2,2,2, ,1,1,1,1,1,1, ,4,4,4,4,4, , , , ,4,10,2, , ,4,7,7,7,7,3,3,3,2,3,3,3,3,3,3,3, ,3,3,3,3,50,2,5,4,5,2, ,1,NA, , ,2, ,31642,4,1.307723447
200983,2,1,53,4,S,2,1,2,4,1,3,1,2,1,2,3,2,1,3,3,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,3, ,2,1, ,50, ,12,1, ,4,4,4,2,4,1,4,4,1,4,2,3,3,4,4,4,4,3, ,4,2,4,3,3,2,3, , ,8,8,8,8,8, ,2,3,2,2,3, , , ,4,2,200,2, , ,5,3,3,3,5,1,2,2,2,3,2,2,3,2,2,3,3,3,3,2,2,43,1,1,6,1,2, ,1,7, , ,1,2,98002,1.34375,0.439313345
200988,2,1,48,3,S,1,1,4,4,2,4,3,3,1,1,4,1,1,4,4,2,2, ,2, , , , , , , , , , ,2,2,2,1,5, ,1,0, , , , , , ,4,4,1,2,4,2,4,4,4,1,4,4,3,2,2,4,2, , , ,1,3,3,3,3, , , ,1,1,2,9, , ,4,3,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,1,5,4,1,2, ,1,1, , ,2, ,77356,5.625,1.838986097
200990,2,1,41,4,U,2,1,4,1,2,2,1,2,1,2,2,3,1,1,2,1,1,1,1,2,2,2,2,2,2,2, , , ,1,1,1,1,1, ,1,999,1,5, ,5, , ,1,4,4,4,4,4,1,4,2,4,2,2,1,2,3,1,3, , ,2,4,1,1,1,1, , ,1,2,1,1,1, , ,4,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,61,2,5,8,3,2, ,1,8, , ,2, ,97301,2.34375,0.766244207
200995,2,1,22,3,U,1,1,2,4,2,4,4,4,1,1,4,4,1,4,2,1,1,1,1,2,2,2,2,2,2,1,2, , ,1,1,1,1,1, ,1,0, ,1, ,1, , ,4,4,1,2,4,4,4,4,4,1,4,1,2,2,3,3,4, , ,3,3,2,9,2,2, , , ,2,2,5,8, , ,4,4,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57,3,1,3,4,2, ,2,1, , ,1,1,71104,3.4375,1.123824837
200996,2,1,24,3,U,1,1,2,1,2,3,1,3,1,2,4,1,1,4,4,1,1,1,1,2,2,2,2,2,2,1,2, , ,2,2,2,2, , , , , ,25, ,98, , ,1,4,2,4,4,2,4,1,4,2,4,4,3,2,4,1,3, , ,4,2,1,2,2,1, , ,2,8,8,8,8, , ,4,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,2,3,3,1,2, ,2,NA, , ,1,8,21214,3.28125,1.07274189
200997,2,1,6,4,U,2,1,2,1,2,2,4,2,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,1,2,1,2, , ,1,1,1,1,100, ,20,0, ,100, ,20, , ,1,4,2,4,4,4,4,4,1,2,4,1,3,2,4,1,4, , ,4,2,4,2,2,2, , ,1,1,2,2,2, , ,3,2,3,2,2, , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , ,54,2,3,6,1,2, ,3,9, , ,1,1,92127,2.65625,0.868410101
200998,2,1,36,1,S,2,1,1,6,2,3,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1, , , , ,1,1,1,1,125, ,5,10, ,30, ,5,25, ,4,1,1,2,1,4,4,3,1,4,4,1,8,2,4,2,4,3,3,1,1,1,1,1,1,1,1, ,2,2,5,8,8,3,4,9,4,4,4,3,4, , ,4,400,1,5,5,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,36,1,2,3,7,2, ,1,7, , ,1,1,11772,3.34375,1.093175069
201001,2,2,6,4,U,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2, , , , , , , , , , ,2,1,2,1,10, ,5,0, ,6, ,5, , ,4,4,2,4,4,4,4,4,4,4,1,2,2,3,4,4,3, , , ,2,2,2,2,2, , ,2,2,2,2,2, , ,2,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45,3,2,2,1,1,3,6,2, , ,1,2,91306,4.09375,1.338373215
201006,2,1,6,4,U,1,1,4,5,2,4,2,4,2,2,2,2,2,2,4,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,120, ,0,0, ,15, ,5,1, ,4,4,4,4,4,2,2,4,4,4,4,4,1,2,2,3,3,4, ,1,4,2,3,2,2,4, , ,3,2,5,8,1, ,3,3,3,3,3, , , , ,4,20,2, , ,5,7,6,6,5,2,2,2,3,3,3,3,3,1,3,3, ,1,3,3,3,99,1,5,8,3,2, ,9,8, , ,1,2,91367,1.21875,0.398446988
201012,2,1,6,4,S,1,1,1,1,2,4,4,4,1,1,4,1,1,3,4,1,2,1,2,2,1,2,2,2,2,2, , , ,2,2,2,2, , , , , ,1, ,2,0, ,4,4,4,1,4,1,1,4,4,4,4,4,1,2,3,2,4, , ,4,2,2,9,8,8, , ,1,8,8,8,8, , ,4,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,2,5,8,3,2, ,1,7, , ,1,2,90630,1.21875,0.398446988
201017,2,1,32,4,S,2,2,1,1,2,3,4,3,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,1,2,1,2, , ,1,1,1,1,10, ,4,0, ,150, ,25, , ,4,2,4,4,4,4,4,4,2,4,2,2,1,2,4,1,3, , ,3,3,1,1,1,1, , ,1,1,8,8,8, , ,4,4,4,4,4, , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,59,2,4,6,1,2, ,1,8, , ,1,2,89002,1.65625,0.54147924
201018,2,1,6,4,S,1,1,4,1,1,2,2,1,3,3,1,2,3,1,1,1,1,1,2,1,1,2,2,1,1, , , , ,1,1,1,1,3, ,3,1, ,1, ,1,1, ,4,1,4,1,4,2,1,1,1,2,2,1,2,2,4,2,2,3,4,3,4,9,1,1,1,4,3,1,1,1,5,1,2,1,2,1,1,1,1,3, , ,3,1,300,1,9,5,5,1,1,1,3,1,2,1,1,1,2,2,2,3,2,3,2,3,3,3,3,34,2,1,3,4,2, ,1,5, , ,1,1,95492,2.40625,0.786677386
201023,2,1,6,4,U,2,1,3,2,1,3,3,3,1,2,4,1,1,4,4,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,100, ,7,2, ,50, ,15,998,8,1,4,4,1,4,1,4,1,1,1,1,1,3,3,4,4,4,4, ,4,3,3,3,2,3,4, ,1,1,1,8,8,8, ,4,4,2,4,2, , , , ,4,400,2, , ,7,4,4,4,5,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,35,4,4,6,1,1,1,6,8, , ,1,2,92008,1.90625,0.623211955
