psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
201024,2,1,6,4,U,2,1,3,1,2,1,1,3,2,1,3,4,3,1,3,1,2,1,1,2,2,2,2,2,1, , , , ,2,1,2,1,0, ,0,0, ,0, , , , ,2,4,2,4,4,4,2,4,4,4,4,4,1,2,4,1,3,4, ,4,4,1,1,1,1,1, ,1,1,1,2,2,1, ,3,4,3,3,1, , , , ,2,65,2, , ,7,4,5,7,7,1,1,1,2,3,1,3,1,3,3,3, ,3,3,3,3,61,2,2,3,1,1,1,1,5, , ,2, ,90032,4.65625,1.522271825
201035,2,1,6,4,U,1,2,4,5,2,3,3,3,1,2,3,1,4,2,2,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,5, ,1,0, ,0, , ,2, ,4,2,4,1,4,4,4,4,4,4,2,1,3,4,4,4,4,4, ,4,2,2,2,2,1,4, , ,2,2,5,2,2, ,4,3,4,4,4, , , , ,2,23,2, , ,7,1,3,6,7,3,1,2,2,2,2,3,2,2,3,3, ,3,3,3,3,59,2,2,4,6,2, ,1,3, , ,1,1,95409,2.4375,0.796893975
201037,2,1,26,2,U,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2, ,1, , , , , , , , , , ,8,2,2,1,2, ,3,1, , , , , , ,4,2,4,4,4,4,4,4,4,4,1,4,1,2,1,1,1, , , ,3,2,2,2,1, , ,1,1,1,1,8, , ,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,1,2,3,1,2, ,2,4, , ,2, ,48340,4.84375,1.583571361
201040,2,1,42,1,U,1,2,5,3,2,1,3,1,3,4,4,3,4,1,1,2,2, ,2, , , , , , , , , , ,2,2,2,1,5, ,1,0, , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4, , , ,9,2,2,8,2, , , ,3,3,3,3, , ,4,4,2,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,2,3,3,4,2, ,2,1, , ,1,2,19602,3.8125,1.24642391
201042,2,1,47,3,R,2,1,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2, ,2, , , , , , , , , , ,2,1,2,1,3, ,3,0, ,1, ,2, , ,4,4,4,4,4,4,4,4,4,4,1,1,4,2,3,3,4, , , ,3,2,3,2,3, , , ,1,4,4,8, , ,4,2,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,1,2,3,3,2, ,1,5, , ,1,3,37810,1.5,0.490396292
201043,2,1,42,1,R,2,1,1,1,1,4,3,2,1,2,4,1,1,4,2,1,1,1,1,2,2,2,2,2,2,2, , , ,2,2,1,1,25, ,2,0, ,0, , , , ,1,1,1,4,4,1,4,4,4,1,1,1,3,4,3,4,3, , ,4,2,2,2,2,1, , ,1,8,1,1,1, , ,2,2,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,2,2,3,1,2, ,1,3, , ,2, ,15552,5.84375,1.910502223
201046,2,1,36,1,U,2,1,2,6,2,4,4,4,1,2,2,1,4,4,3,1,1,1,2,2,1,2,2,1,1, , , , ,2,2,1,1,20, ,4,0, ,10, ,10,10, ,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4, ,3,8,4,8,8,8,4, , ,8,8,8,8,8, ,2,2,3,3,8, , , ,5,4,20,2, , ,5,4,4,4,7,1,3,2,1,2,2,1,2,3,3,2, ,3,3,3,3,20,1,1,3,4,2, ,3,2, , ,2, ,99999,6.1875,2.022884706
201062,2,1,36,1,U,1,2,2,3,2,4,3,4,1,1,2,2,1,4,3,1,1,1,2,1,1,2,2,1,2,2, , , ,1,1,1,1,25, ,6,1, ,25, ,8,5, ,4,4,4,4,4,1,4,4,1,4,4,2,2,2,3,4,4, ,4,1,2,2,2,1,2, ,2, ,2,2,2,4, ,2,4,4,1,4,3,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,63,1,2,5,2,2, ,2,4, , ,1,1,11236,1.78125,0.582345597
201085,2,1,22,3,S,1,1,3,3,2,3,3,4,1,2,4,1,2,3,3,1,2,1,1,2,2,2,2,1,1, , , , ,2,2,2,2, , , , , ,1, ,98, , ,2,4,4,1,4,2,4,4,4,2,4,4,2,3,8,1,3,3, ,1,3,2,9,2,9,2, , ,9,8,5,8,8, ,3,3,1,3,2, , , ,4,4,5,2, , ,6,4,4,6,6,3,2,3,2,3,3,3,3,3,3,3, ,1,3,2,3,76,1,2,6,3,2, ,1,2, , ,1,8,70806,1,0.326930862
201087,2,1,1,3,U,2,2,2,4,2,3,4,3,1,1,4,1,1,3,4,1,1,1,1,2,2,2,2,2,2,1,2, , ,2,2,2,1,2, ,4,1, ,5, ,0, , ,2,1,4,4,4,1,4,4,4,2,2,4,1,3,4,2,1, , ,4,3,2,3,9,4, , , ,2,8,2,8, , ,4,4,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53,3,2,3,1,2, ,2,4, , ,1,2,36644,2.9375,0.960359406
201097,2,1,12,3,S,2,1,3,1,1,2,2,1,2,2,4,2,1,1,3,1,1,1,2,1,1,2,2,1,1, , , , ,1,1,1,1,3, ,2,0, ,100, ,50,2, ,4,4,2,2,4,2,2,4,4,1,4,2,1,2,4,3,4,2,2,1,4,3,2,2,2,3,3,1,2,1,2,2,2,2,3,2,1,2,2,4, , ,1,1,350,2, , ,4,4,4,5,5,2,2,1,2,3,2,2,1,2,3,3,3,3,3,3,3,42,2,2,6,1,2, ,1,6, , ,1,1,32259,2.0625,0.674294902
201100,2,1,47,3,U,1,2,2,3,2,3,4,2,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , , ,2,2,2,1,15, ,3,25, ,20, ,12,1, ,4,4,4,4,4,4,4,4,4,2,1,1,1,1,4,1,4,3, ,1,2,1,2,1,1,1, , ,2,1,5,2,1, ,3,1,1,4,1, , , , ,2,120,1,4,4,4,4,3,3,6,2,1,2,2,2,3,3,2,3,3,1, ,3,3,3,3,68,1,4,3,4,2, ,1,3, , ,2, ,38118,4.4375,1.450755699
201104,2,1,34,1,S,1,1,3,6,2,4,3,2,1,1,4,1,1,4,4,1,1,1,2,1,1,1,2,1,1, , , , ,1,1,1,1,30, ,3,1, ,30, ,10,10, ,2,4,4,1,4,1,4,4,1,1,4,1,1,1,3,4,2,2,2,1,4,1,1,1,1,1,1, ,1,1,2,8,2,8,2,1,2,2,1,2,3, ,3,1,350,2, , ,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,3, ,2,2,3,3,22,4,2,3,1,2, ,1,6, , ,2, ,7701,6.40625,2.094400832
201113,2,1,17,2,S,2,1,2,6,2,2,4,2,1,1,3,2,1,1,4,1,1,2,2,2,1,2,2,2,1, , , , ,1,2,1,1,50, ,10,5, ,5, ,0,10, ,2,1,2,4,2,1,4,4,4,1,3,1,1,2,4,4,2,4, ,1,4,1,1,1,1,3, , ,1,1,1,2,2, ,4,4,2,3,1, , , , ,2,100,2, , ,4,4,3,3,4,3,2,2,2,2,3,3,2,2,3,3, ,3,3,2,3,23,2,2,3,1,2, ,1,5, , ,2, ,61554,4.5,1.471188877
201115,2,1,48,3,S,2,1,2,3,2,3,2,3,1,2,4,2,1,2,4,1,1,1,2,1,1,1,2,2,1, , , , ,1,1,1,1,25, ,8,1, ,125, ,30,15, ,2,2,2,2,2,1,2,4,2,2,1,1,3,3,4,3,3,2,4,3,3,2,2,2,2,3,4, ,1,2,2,2,1,2,4,3,2,3,2,6,1, , ,1,236,2, , ,5,1,1,1,1,2,1,1,2,2,2,1,2,3,3,3, ,3,3,3,3,33,1,2,6,1,2, ,1,NA, , ,2, ,75024,3.4375,1.123824837
201116,2,1,13,3,S,1,1,3,1,1,4,1,3,1,1,3,1,1,3,3,1,1,1,2,2,1,2,2,1,1, , , , ,1,1,1,1,3, ,2,0, ,5, ,5,0, ,2,4,2,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4, ,4,2,1,1,1,1,4, ,1,1,1,2,2,2, ,4,4,2,2,4, , , ,2,2,150,1,4,9,6,2,2,2,4,1,1,2,1,3,2,2,2,1,3,3,3,3,3,3,1,44,2,3,6,1,2, ,1,6, , ,1,1,30068,2.40625,0.786677386
201124,2,1,48,3,S,2,2,1,6,2,4,4,1,1,1,2,1,2,4,3,1,1,1,2,1,1,1,1,2,2,1,2, , ,1,1,1,1,50, ,7,7, ,20, ,20,3, ,1,4,4,4,4,2,4,4,4,1,4,2,2,3,4,1,1, ,2,2,8,4,2,2,1, ,3, ,2,3,8,8, ,3,3,2,1,1,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,3,3,6,1,2, ,1,9, , ,1,1,76116,4.1875,1.369022983
201127,2,1,26,2,R,1,2,3,6,2,2,3,1,1,2,3,2,1,2,2,1,1,1,2,2,1,2,1,2,1, , , , ,2,2,1,1,55, ,4,1, ,5, ,3,3, ,1,4,4,2,4,1,4,4,1,1,1,1,1,2,2,1,1,2, ,1,4,1,2,1,2,3, , ,1,1,1,1,1, ,3,2,1,2,2, , ,3, ,2,200,2, , ,3,1,2,3,2,2,1,1,2,2,1,2,1,1,2,3, ,3,3,2,3,19,3,4,3,2,2, ,1,4, , ,2, ,49802,4.96875,1.624437719
201128,2,1,21,3,S,1,1,5,1,2,3,3,3,2,3,2,1,1,3,2,1,2,1,2,2,2,2,2,1,1, , , , ,2,2,2,1,1, ,2,0, ,0, , , , ,4,4,4,4,4,4,4,4,1,4,3,4,4,2,2,2,4,4, ,4,4,2,1,1,2,4, ,1,4,4,3,3,4, ,4,3,4,4,4, , , ,5,4,5,2, , ,7,5,5,5,7,2,2,3,2,3,2,2,2,1,1,1, ,1,3,1,1,70,2,3,3,3,2, ,1,NA, , ,2, ,99999,4.78125,1.563138182
201130,2,1,21,3,S,1,1,2,1,2,2,1,2,1,2,3,1,2,2,4,1,1,1,2,1,1,1,1,2,1, , , , ,1,1,1,1,30, ,5,1, ,1, ,2,3, ,1,2,4,4,4,1,4,4,2,1,1,1,2,2,3,1,2,2,4,2,2,2,2,1,3,3,2,2,2,2,2,2,3,3,2,1,1,4,2,1,5,5, ,1,200,2, , ,2,4,4,4,5,2,1,2,2,2,2,1,2,3,3,3, ,3,3,3,3,26,2,2,6,1,2, ,1,5, , ,2, ,42420,2.40625,0.786677386
201135,2,1,9,1,R,2,1,3,3,1,3,3,2,9,1,4,1,1,3,4,2,1,2,8,2,1,2,2,2,1, , , , ,1,2,1,1,3, ,1,0, ,0, , ,998,1,1,4,4,4,2,4,4,4,4,4,8,4,1,3,4,3,3,4, ,4,3,2,2,1,1,8, , ,2,2,5,8,9, ,2,4,2,2,2, , , , ,2,15,1,4,6,7,8,6,7,7,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,45,1,1,3,2,2, ,1,3, , ,2, ,99999,6.40625,2.094400832
201136,2,2,48,3,S,1,1,3,6,1,2,2,2,2,2,1,2,2,1,9,1,1,2,1,2,1,1,2,2,2,2, , , ,2,2,2,2, , , , , ,10, ,15,0, ,1,1,1,1,1,4,1,2,9,4,4,9,1,9,2,2,9, , ,2,9,9,9,9,9, , , ,9,9,1,8, , ,2,3,3,9,9, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,4,3,1,1,1,3,1,5, , ,1,2,99999,4.125,1.348589804
201137,2,1,40,3,S,2,2,4,6,2,2,3,2,1,1,3,2,2,3,3,1,1,1,2,1,1,2,1,1,1, , , , ,1,1,1,1,4, ,2,1, ,75, ,17,3, ,4,2,2,1,4,1,2,4,2,2,2,4,2,3,4,2,2,2,4,2,1,1,2,2,2,4,2, ,1,2,2,3,2,3,2,2,2,2,3,4, ,2,5,1,150,2, , ,4,1,4,4,6,3,1,1,1,1,1,1,1,3,1,1, ,3,3,3,3,32,3,1,6,1,2, ,1,5, , ,1,1,73110,4.125,1.348589804
201140,2,1,48,3,S,2,1,3,1,1,1,4,4,1,1,4,4,2,1,4,1,2,1,1,1,1,1,1,1,1, , , , ,2,2,2,1,1, ,1,0, ,500, ,50,500, ,1,4,8,2,1,1,2,2,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,8,1,1,4,2,2,3,4,4,1,1,5,1,500,2, , ,1,1,1,1,1,1,1,2,2,2,1,2,1,3,2,2,1,3,3,2,2,41,2,2,8,4,2, ,4,5, , ,2, ,75042,4.71875,1.542705003
201141,2,1,48,3,S,1,1,1,6,2,3,4,4,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,20, ,5,1, ,15, ,10,10, ,1,2,4,1,1,1,4,4,4,2,1,2,1,2,4,4,3,4, ,1,3,1,1,1,1,2, , ,1,2,2,2,2, ,3,2,1,4,4, , , , ,5,600,2, , ,6,4,4,4,5,1,2,1,2,2,2,2,3,3,3,2, ,3,3,3,3,25,2,2,6,1,2, ,1,9, , ,1,1,76108,2.1875,0.71516126
201153,2,1,48,3,U,2,2,3,6,2,3,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1, , , , ,1,1,1,1,300, ,15,10, ,20, ,25,3, ,1,2,1,2,4,1,4,4,4,1,4,1,2,2,9,2,2,2,2,4,3,2,2,2,2,2,2, ,3,3,3,2,2,2,3,2,4,2,3,6, , , ,6,1000,2, , ,3,7,7,7,7,3,3,3,2,3,3,3,3,3,3,3, ,3,3,3,3,18,2,1,3,4,2, ,2,NA, , ,1,3,77489,2.84375,0.929709638
201155,2,1,36,1,R,1,1,2,6,2,3,4,3,1,1,3,1,1,3,3,1,1,2,2,2,1,2,2,2,1, , , , ,1,1,1,1,50, ,15,2, ,0, , ,5, ,4,2,4,4,4,1,4,4,4,1,1,1,3,4,4,4,2,2, ,4,3,2,2,3,2,3, , ,2,2,2,2,2, ,3,3,4,3,3, , , , ,1,850,2, , ,5,1,4,4,4,2,2,1,1,2,1,2,2,1,1,3, ,1,3,1,1,23,3,4,5,1,2, ,1,NA, , ,1,2,13856,4.25,1.389456162
201159,2,1,35,4,S,1,2,2,1,1,1,2,3,1,1,4,3,1,1,4,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,5, ,2,1, ,75, ,45,1, ,1,4,1,2,2,2,2,1,1,1,1,1,1,2,4,2,2,4, ,2,3,1,1,1,1,3, ,1,1,1,2,1,2, ,3,2,1,2,3, , , ,2,3,150,2, , ,6,4,4,4,6,1,1,2,3,3,3,3,3,1,2,3,2,3,3,3,3,40,2,2,6,1,2, ,1,9, , ,1,2,87144,2,0.653861723
201161,2,1,56,4,R,2,1,1,1,1,2,3,2,1,1,3,1,2,3,3,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,1,1,10, ,3,3, ,1, ,1,1, ,4,2,4,2,4,2,4,4,4,4,1,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,1,1,1,2,4,2,4,4,3,3,3,3,1,6, , ,6,12,2, , ,7,7,6,6,7,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,39,2,3,2,1,2, ,1,6, , ,2, ,82718,4.25,1.389456162
201165,2,1,21,3,R,2,1,2,5,2,3,3,1,3,1,3,3,1,4,4,1,1,2,2,2,2,2,2,2,2,1,2, , ,8,2,2,2, , , , , ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , ,4,4,4,4,4,4, , , ,8,4,4,4, , ,4,1,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,3,3,4,4,2, ,1,2, , ,2, ,42276,2.09375,0.684511492
201168,2,1,4,4,R,1,2,1,1,2,2,4,3,1,2,4,1,1,4,4,1,1,1,2,2,1,1,2,2,1, , , , ,1,1,1,1,5, ,2,0, ,15, ,6,2, ,1,4,4,4,4,1,4,4,1,1,1,1,3,3,3,3,3,4, ,4,2,3,3,3,3,4, ,1,1,1,8,8,1, ,4,4,1,3,3, ,5, , ,2,100,2, , ,6,5,5,5,7,1,1,2,1,3,3,3,3,3,1,3, ,3,3,3,2,58,4,4,6,1,2, ,1,8, , ,2, ,85928,2.375,0.776460796
201173,2,1,6,4,S,2,1,2,1,2,4,4,4,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,1,1, , , , ,1,1,1,1,12, ,4,1, ,60, ,30,5, ,1,4,1,4,4,1,4,1,1,4,1,1,3,2,4,3,4,4, ,3,2,2,2,2,2,3, ,2,3,3,3,3,3, ,3,2,2,2,3, , , ,4,1,88,2, , ,6,6,2,2,6,3,3,3,2,2,3,3,3,3,2,3, ,3,3,3,3,58,2,2,4,2,2, ,1,9, , ,1,1,95742,2.375,0.776460796
201174,2,1,4,4,U,1,2,3,1,2,3,2,1,1,1,3,1,1,3,3,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,20, ,5,1, ,6, ,6,6, ,2,1,4,4,4,1,4,4,2,1,1,1,4,3,4,4,4,4, ,4,2,2,2,2,2,4, ,1,8,8,8,8,8, ,4,2,1,4,2, , , , ,1,231,1,5,8,4,1,2,2,4,1,2,1,1,2,2,2,2,2,1,2, ,3,3,3,3,55,4,5,5,3,2, ,1,7, , ,1,2,85044,3,0.980792585
201178,2,1,4,4,U,1,1,4,3,2,2,4,2,1,1,1,1,1,2,9,1,1,1,2,2,2,2,2,2,2,2, , , ,1,1,1,1,3, ,2,998,2,4, ,4, , ,4,4,4,4,4,4,4,4,4,1,2,4,2,2,3,1,3, , ,4,1,2,1,1,1, , , ,2,8,2,8, , ,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,1,2,5,1,1,1,1,5, , ,2, ,85713,2.5,0.817327154
201182,2,1,40,3,S,2,2,3,5,2,3,2,1,1,1,3,1,2,3,3,1,1,1,2,2,1,2,1,2,1, , , , ,2,2,2,1,1, ,2,0, ,2, ,1,1, ,4,4,4,1,4,1,4,4,4,4,4,9,3,3,4,3,4,4, ,4,2,4,3,3,3,3, , ,8,2,5,2,2, ,4,3,2,4,4, , ,1, ,1,10,2, , ,7,4,7,7,4,1,2,2,2,2,1,2,2,1,1,1, ,2,3,1,3,73,1,1,4,3,2, ,1,3, , ,2, ,74070,2.96875,0.970575996
201187,2,1,19,2,U,2,1,3,1,1,2,4,2,1,2,2,2,1,3,3,1,1,1,2,2,2,2,2,2,2,2, , , ,1,1,1,1,10, ,5,1, ,20, ,10, , ,4,4,4,4,2,4,4,4,2,2,4,2,1,2,3,1,1, , ,1,4,2,3,1,1, , ,1,1,1,1,1, , ,4,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,2,4,6,1,2, ,1,8, , ,2, ,50626,3.375,1.103391658
201195,2,1,17,2,S,2,2,1,6,2,3,3,1,2,2,2,2,2,3,3,1,2,1,2,2,1,2,1,2,1, , , , ,2,2,2,1,100, ,4,2, ,0, , ,1, ,1,2,3,2,2,1,1,1,1,2,1,1,3,4,4,4,4,4, ,4,2,2,2,2,1,4, , ,1,2,2,2,2, ,4,4,1,2,4, , ,6, ,5,800,2, , ,7,5,5,5,5,2,1,1,1,3,2,2,2,3,3,3, ,8,3,3,3,19,3,1,3,2,2, ,1,6, , ,1,2,60506,5.03125,1.644870898
201198,2,1,41,4,U,2,1,3,1,1,3,4,2,1,1,9,1,1,2,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,5, ,3,1, ,1, ,1,1, ,4,4,4,4,4,4,4,4,4,4,4,4,9,3,4,4,3,3, ,4,4,1,2,1,3,2, ,1,1,1,1,8,1, ,4,4,1,4,4, , , , ,4,250,2, , ,4,4,4,4,5,1,2,1,2,2,1,3,1,3,3,3,3,3,3,3,3,33,2,2,3,1,2, ,1,6, , ,2, ,97230,4.46875,1.460972288
201200,2,2,6,4,U,2,1,3,1,2,4,4,4,2,1,2,1,2,2,4,1,1,1,2,2,2,2,2,2,1, , , , ,1,1,1,1,10, ,0,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,8,4, ,2,2,2,2,2,2,2, ,8,8,8,8,8,8, ,2,2,4,2,2, , , , ,3,6,2, , ,7,6,6,6,7,2,2,2,2,2,1,2,1,3,3,3, ,3,3,3,3,36,3,2,2,1,1,3,5,1, , ,2, ,93458,4.90625,1.60400454
201205,2,1,19,2,S,1,1,3,6,2,3,3,2,1,2,3,2,1,2,4,1,1,1,1,1,2,2,2,2,2,2, , , ,1,1,1,1,200, ,25,5, ,3, ,15, , ,1,2,2,2,2,1,1,1,1,2,1,1,2,3,4,2,4, ,4,1,1,1,4,4,4, ,1, ,3,2,3,3, ,2,3,2,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,1,2,4,1,2, ,1,4, , ,2, ,50109,5.71875,1.869635865
201235,2,1,48,3,S,2,1,3,3,2,2,3,2,1,2,4,1,2,2,3,2,2, ,1, , , , , , , , , , ,8,2,2,2, , , , , , , , , , ,1,4,1,1,4,4,4,1,1,4,4,2,2,3,2,1,3, , , ,2,4,8,3,3, , , ,3,2,8,3, , ,3,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58,3,4,3,6,2, ,1,2, , ,2, ,77371,4.4375,1.450755699
201238,2,1,48,3,S,2,1,4,1,1,3,3,3,1,1,2,1,3,3,2,1,2,1,2,2,2,2,2,2,1, , , , ,2,2,2,2, , , , , ,10, ,20, , ,1,1,2,1,4,1,4,4,1,4,4,4,3,1,3,2,4,4, ,2,2,3,2,3,3,3, ,2,8,2,8,4,8, ,4,4,4,4,4, , , , ,6,20,2, , ,7,7,7,7,6,3,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,62,2,5,3,1,2, ,1,8, , ,1,2,77474,2.5625,0.837760333
201239,2,1,48,3,U,1,1,2,6,2,2,2,3,1,2,2,2,2,2,3,1,1,1,2,2,2,2,8,1,1, , , , ,1,1,1,1,200, ,4,1, ,2, ,0, , ,4,4,4,1,4,2,4,1,1,2,4,1,4,2,4,2,2,4, ,1,4,2,3,2,4,2, , ,2,8,9,9,9, ,4,1,4,4,3, , , ,3,5,200,1,6,6,3,5,3,1,7,2,2,2,2,2,1,2,2,2,2,2, ,3,3,2,3,21,2,5,3,4,1,1,6,NA, , ,2, ,77012,3.5625,1.164691195
201240,2,1,48,3,U,1,2,1,1,2,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,1,2,2,2,1, , , , ,8,2,2,1,4, ,5,2, ,2, ,4,2, ,4,4,4,4,4,4,4,4,4,1,1,4,2,3,1,1,1,3, ,4,4,3,4,4,4,4, ,1,2,2,2,2,2, ,2,2,2,2,2, , , , ,6,5,2, , ,6,5,4,7,6,3,3,2,1,3,3,3,3,1,2,3, ,1,3,3,3,66,2,1,2,3,1,1,1,2, , ,2, ,78238,3.71875,1.215774142
201243,2,1,48,3,S,2,2,1,1,2,2,2,2,2,3,2,3,2,2,2,1,1,1,1,2,1,2,1,2,1, , , , ,1,1,1,1,25, ,5,3, ,10, ,10,2, ,2,4,4,4,1,4,4,4,4,4,1,1,1,2,4,2,2,2, ,2,3,3,3,3,1,3, ,1,2,2,2,5,2, ,2,2,1,2,2, , ,6, ,4,50,2, , ,7,6,6,6,7,2,2,2,1,3,2,3,2,1,1,3, ,3,3,3,3,29,3,3,2,1,2, ,1,8, , ,2, ,76044,5.8125,1.900285633
201248,2,1,5,3,U,2,2,3,3,2,4,4,4,1,1,3,4,1,4,4,1,1,1,1,2,2,2,2,1,1, , , , ,1,1,1,1,4, ,4,1, ,100, ,50, , ,4,4,4,4,4,2,4,4,4,4,1,1,1,2,4,3,4,4, ,2,2,1,1,1,1,4, , ,8,8,8,8,8, ,4,4,4,4,4, , , ,4,4,100,2, , ,7,4,7,7,7,1,1,3,2,3,3,3,3,2,3,1, ,1,3,3,1,67,1,5,8,1,2, ,1,8, , ,2, ,72118,2,0.653861723
201254,2,1,22,3,S,2,1,2,6,2,2,4,4,8,1,4,1,1,4,4,2,2, ,2, , , , , , , , , , ,2,2,2,1,3, ,2,1, , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3, , , ,3,3,3,3,3, , , ,2,2,2,8, , ,1,2,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,1,5,1,5,2, ,1,2, , ,2, ,71203,5.40625,1.767469971
201257,2,1,48,3,S,1,2,1,3,1,2,2,2,3,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1, , , , ,1,1,1,1,50, ,20,10, ,20, ,10,10, ,4,1,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,4,4,4,4,3,2,3,2,3, ,2,2,2,4,3,2,2,2,4,2,4,1,2, ,2,1,200,2, , ,1,1,1,1,3,2,2,3,2,2,2,2,2,3,3,3,1,3,3,3,3,33,4,2,2,4,2, ,2,3, , ,1,1,75150,4.09375,1.338373215
201259,2,1,29,2,U,1,1,2,6,2,2,4,1,1,2,4,1,2,4,4,2,2, ,2, , , , , , , , , , ,2,2,2,1,10, ,2,0, , , , , , ,4,4,4,4,4,1,4,4,4,4,1,1,3,4,4,4,4, , , ,3,3,4,3,3, , , ,2,1,1,1, , ,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,3,1,4,4,2, ,1,5, , ,1,2,65725,4.40625,1.440539109
201261,2,1,29,2,R,1,2,2,1,2,3,4,3,1,1,1,1,1,1,4,1,2,1,2,2,2,2,2,2,2,2, , , ,2,2,2,2, , , , , ,10, ,10, , ,1,4,1,4,4,4,4,4,4,1,4,1,1,1,4,1,2, , ,2,4,2,2,2,1, , ,1,1,1,1,1, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65,2,5,3,1,2, ,1,6, , ,2, ,63435,3.25,1.0625253
201264,2,1,1,3,U,1,2,4,1,2,2,1,1,1,3,1,1,1,4,2,1,1,1,2,2,1,2,2,2,2,2, , , ,1,1,1,1,10, ,5,1, ,100, ,30,1, ,2,3,4,4,4,1,4,2,1,2,4,2,1,2,4,1,2, , ,3,1,2,2,2,1, , ,2,2,3,3,8, , ,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,64,3,3,3,1,2, ,1,3, , ,1,1,35404,4.78125,1.563138182
201267,2,1,6,4,U,1,2,3,6,2,2,3,2,2,3,3,2,2,3,3,1,1,1,2,2,1,1,1,2,2,1,2, , ,1,1,1,1,20, ,3,1, ,10, ,5,5, ,4,4,4,4,2,2,4,4,1,4,2,1,2,2,4,3,1, , ,1,3,1,2,2,1, , , ,1,1,1,8, , ,2,2,1,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,4,1,3,4,2, ,3,7, , ,2, ,92617,6.40625,2.094400832
